gen,q_value,Log2FC,sign
PRICKLE2-AS3,0.00025211792512038617,1.3460600175443014,UP
ARHGAP6,0.00025147874984807883,1.783502112641751,UP
DHRS9,0.00023759982135806727,2.4739389038275568,UP
COL4A5,0.00022655461480249864,1.832922190408631,UP
C1S,0.00020743922851860987,1.60847572825283,UP
RCN3,0.00020462805261243307,1.3174548900152256,UP
LGALS1,0.000199738736616636,1.3961621775899018,UP
ITIH5,0.00019218240530665865,1.0563329811345132,UP
AIF1,0.00018767420576061008,1.3937638486539987,UP
CYBB,0.00018767420576061008,1.790818954378231,UP
NCF2,0.00018767420576061008,1.8901893304293285,UP
SLC7A7,0.000181926609686893,1.368472017163225,UP
COL8A1,0.00016946363526866137,1.6505060072915507,UP
TYROBP,0.00016144383340384072,1.5906906262087708,UP
CD4,0.00016144383340384072,1.3151975071881148,UP
TLR7,0.00016126749146015045,2.7352017903397314,UP
REG3A,0.00015973041610952324,3.006095711328778,UP
COL15A1,0.00015961022312228662,1.6769706657671346,UP
CCDC80,0.00015513984371739287,1.729120825468844,UP
PTP4A3,0.00015513984371739287,1.6183411626385749,UP
DNM3OS,0.00015513984371739287,1.060340935466296,UP
FYB1,0.00015020618827816853,1.8913247900214696,UP
ITGAX,0.00013265911258135863,1.9976716504214047,UP
RARG,0.00013265911258135863,1.2381081925918513,UP
EDNRA,0.00013220429368351782,1.6999299453069907,UP
PXDN,0.00013220429368351782,1.3829058098835527,UP
IL4R,0.00013220429368351782,1.3860128511545444,UP
RAB34,0.00012725023884146942,1.476837663288011,UP
IGKV3-20,0.00012725023884146942,4.392099454160678,UP
IGSF6,0.00012725023884146942,1.7957794291050326,UP
DTX1,0.00012725023884146942,1.7957807487498878,UP
TGM2,0.00012042802179407005,1.902289560584763,UP
HLA-DPA1,0.00011871414725122136,1.5239553382627218,UP
HLA-DQA2,0.00011616539459440471,2.3025129655255014,UP
LAMB2,0.00011616539459440471,1.148118987162681,UP
DOCK2,0.00011366842963174355,2.176753361102244,UP
TTLL10-AS1,0.00011264683175006577,2.099243619241178,UP
BGN,0.00011080529097471574,1.5114695943743879,UP
THBS4,0.00011080529097471574,1.4020672771716998,UP
KCNAB2,0.00011080529097471574,1.0321421747327135,UP
CD248,0.00010816634060182191,1.4408581209850446,UP
CLEC2B,0.00010816634060182191,1.5233699775361333,UP
MYOF,0.00010368435735482168,1.4568519976163206,UP
LCP1,9.579787907110244e-05,1.5817071259383315,UP
HCLS1,8.818377722604082e-05,1.366029421188035,UP
S100A4,8.398592950894433e-05,1.7600025854909618,UP
HLA-DMB,8.398592950894433e-05,2.0108876168082017,UP
FCGR3A,8.398592950894433e-05,1.652954104399284,UP
IGHA2,8.398592950894433e-05,4.733743043632817,UP
BST2,7.773081852549454e-05,1.3844409582786816,UP
CDH11,7.769288829267202e-05,2.0456927624456944,UP
MS4A6A,7.573118594791928e-05,1.673482435994821,UP
PTGIS,7.385975689915517e-05,2.4140713306115478,UP
CD37,7.338032382350319e-05,1.7354868234188656,UP
NOTCH3,7.33696457735254e-05,1.6005361031708025,UP
COL4A1,7.33696457735254e-05,1.5272600021439833,UP
PRG4,6.71990362255773e-05,1.613520415560258,UP
HLA-DOA,6.653232541675265e-05,2.1695438468309347,UP
VIM,6.521405122751014e-05,1.3788875582663862,UP
TDO2,6.521405122751014e-05,2.6786144150525186,UP
IRF8,6.344507472961636e-05,1.7973150245186549,UP
CMTM3,6.227109953593193e-05,1.3222780656172837,UP
PLAAT4,5.96351792625116e-05,1.2463971166174785,UP
PSMB9,5.773274236093368e-05,1.1516749780075488,UP
HLA-DMA,5.773274236093368e-05,1.4807618187191558,UP
LCP2,5.388241591006373e-05,1.6579974431769087,UP
COL6A3,5.205622202389459e-05,1.8853504533876053,UP
SLC15A3,5.119087423782298e-05,1.88967462243268,UP
ITGA5,5.100539345014657e-05,1.2404706263239305,UP
FMO1,5.06294088288228e-05,1.7555275975937383,UP
HSD17B13,4.605174590396242e-05,1.54011305507086,UP
INHBA,4.466863461347012e-05,1.251806170779579,UP
LST1,3.964740631035894e-05,1.858055927571593,UP
MMP2,3.964740631035894e-05,1.6987252995823428,UP
VCAN,3.9060175070727686e-05,1.8761480889165165,UP
COL14A1,3.9060175070727686e-05,1.5642158906844261,UP
ALDOB,3.836353676818506e-05,2.179983311242118,UP
APOC1,3.7722488707032235e-05,2.593320251303198,UP
COL1A2,3.7568878508492315e-05,1.880759113107249,UP
REG1B,3.719997405487593e-05,3.6154692266241857,UP
NGFR,3.719997405487593e-05,1.868973659358898,UP
CSRP2,3.719997405487593e-05,1.597107949439443,UP
DIO2,3.3975250231354794e-05,1.6700140979624354,UP
HTRA1,3.3975250231354794e-05,1.1132663066530415,UP
MSR1,2.279435626452273e-05,1.6577315164395068,UP
ARG2,2.2584370916135804e-05,-1.0205862297658055,DOWN
CD53,2.23972466494941e-05,2.2546166762549924,UP
FCGBP,2.23972466494941e-05,1.9741926334326643,UP
ANGPTL2,2.23972466494941e-05,1.0980298331691671,UP
CD52,2.2214053269444195e-05,2.364615456377477,UP
HLA-DRA,2.0477837660308905e-05,1.6948672205262536,UP
ENC1,1.965156172972668e-05,1.5980575175446456,UP
SOX4,1.965156172972668e-05,1.158410695091149,UP
SLAMF7,1.7251067405427107e-05,3.134548112145171,UP
PTPRC,1.7251067405427107e-05,2.0704437975411007,UP
CMAHP,1.603613318537863e-05,1.3962937386324648,UP
SIGLEC1,1.603613318537863e-05,3.157374324284384,UP
COL6A2,1.5650347508185013e-05,1.4020708633763173,UP
RBP7,1.5650347508185013e-05,1.5389783789728562,UP
ELK3,1.4597800694537043e-05,1.267701366137275,UP
C1QB,1.4597800694537043e-05,2.0532805475586544,UP
MFAP2,1.4385548842234364e-05,2.012612328137717,UP
MXRA8,1.3953192688855635e-05,1.710831187291296,UP
FCER1G,1.2275308000367186e-05,1.918441801254794,UP
TSPAN18,9.868140947631392e-06,1.8527416324139971,UP
IGHG3,9.868140947631392e-06,5.573403897366632,UP
HLA-DRB1,9.749811342232503e-06,1.7189630723764273,UP
PTAFR,9.283321680987344e-06,1.9856619780411793,UP
ADAM19,8.509500558022689e-06,1.8032404466150171,UP
GLI1,7.305165058190386e-06,2.8368245947018047,UP
COL4A2,6.951605374811065e-06,1.5184590788730787,UP
SERPINH1,6.5290337565631496e-06,1.3002947212681377,UP
CPXM1,5.7901595918459645e-06,3.0788550014034626,UP
HLA-DPB1,3.859710145962919e-06,1.6170226255458282,UP
RHOC,3.696146213735556e-06,1.0979600871571384,UP
ITGB2,3.593314715082831e-06,2.304621154263873,UP
VSTM4,3.5338869219241185e-06,1.4988360448669522,UP
C1QC,3.5338869219241185e-06,1.915165886369718,UP
HIC1,3.279542916092284e-06,1.4881700112508593,UP
IGHGP,3.279542916092284e-06,5.901856443767174,UP
C1R,3.279542916092284e-06,1.8897382328232468,UP
COL3A1,2.9210628590909505e-06,2.16858609372309,UP
FN1,2.784801496790791e-06,1.5916973649191666,UP
IGFBP4,1.0531976418008302e-06,1.6002427055117137,UP
JCHAIN,9.713936206778937e-07,4.1175088501169235,UP
FES,9.713936206778937e-07,1.6964865262946631,UP
LAPTM5,9.713936206778937e-07,2.2645316549918992,UP
PLXDC1,8.811280468988084e-07,1.9256675898087812,UP
TRBC2,8.384321860911411e-07,2.6850915430199342,UP
CD74,8.384321860911411e-07,1.7350102908315739,UP
C1QA,7.213796038415386e-07,2.11969672754758,UP
PARVG,4.138878840105336e-07,2.1981323686363634,UP
COL1A1,4.138878840105336e-07,2.5014824064302474,UP
COL5A1,3.055700027881404e-07,2.1127211800420014,UP
SAA1,3.055700027881404e-07,4.457099774982066,UP
APLNR,3.055700027881404e-07,2.93571586592562,UP
IGLC2,3.055700027881404e-07,4.567252108148442,UP
DKK3,2.303915682364583e-07,1.6309336628999003,UP
COL6A1,2.303915682364583e-07,1.0276372700962657,UP
PDGFRB,1.702117521011435e-07,1.608214449720189,UP
IGLV2-14,1.6259363599284716e-07,7.156508959729342,UP
C2,1.6259363599284716e-07,2.3115323601940347,UP
PCOLCE,1.6259363599284716e-07,1.2385107675655798,UP
COL5A2,1.6259363599284716e-07,1.3748048407003852,UP
IGKC,8.76982196529865e-08,4.753732957570646,UP
MKI67,1.3743461485737352e-08,4.540055195996172,UP
IGHG1,1.3743461485737352e-08,6.5412974213405315,UP
